# schema_version=10
# serial_port=/dev/serial/by-id/usb-FTDI_FT232R_USB_UART_A602K5MM-if00-port0
# baud=115200
# poll_interval_seconds=6
# timestamp_format=HH:MM:SS Europe/Chisinau
# virtual_bms_service=com.victronenergy.battery.rs485_dyness
# virtual_bms_device_instance=100
# dvcc_output_mode=TEST/shadow
# status1_bits=bit7 pack under-voltage protection; bit6 charge temperature protection; bit5 discharge temperature protection; bit4 discharge over-current protection; bit3 reserved; bit2 charge over-current protection; bit1 cell under-voltage protection; bit0 over-voltage protection
# status2_bits=bit7-bit4 reserved; bit3 module power active; bit2 discharge MOSFET on; bit1 charge MOSFET on; bit0 precharge MOSFET on
# status3_bits=bit7 effective charging; bit6 effective discharging; bit5 heater active; bit4-bit2 reserved; bit3 fully charged; bit2-bit1 reserved; bit0 buzzer active
# status4_bits=bit7-bit0 cell voltage-check faults for cells 8-1 respectively
# status5_bits=bit7-bit0 cell voltage-check faults for cells 16-9 respectively
# initial_addresses=2
timestamp,sample_number,system_voltage_v,soc_percent,bms_temperature_c,vmin_v,vmax_v,spread_mv,battery_current_a,battery_02_present,battery_02_valid,battery_02_voltage_v,battery_02_current_a,battery_02_status1,battery_02_status2,battery_02_status3,battery_02_status4,battery_02_status5,battery_02_cell_01_v,battery_02_cell_02_v,battery_02_cell_03_v,battery_02_cell_04_v,battery_02_cell_05_v,battery_02_cell_06_v,battery_02_cell_07_v,battery_02_cell_08_v,battery_02_cell_09_v,battery_02_cell_10_v,battery_02_cell_11_v,battery_02_cell_12_v,battery_02_cell_13_v,battery_02_cell_14_v,battery_02_cell_15_v,battery_02_cell_16_v,battery_02_temp_01_c,battery_02_temp_02_c,battery_02_temp_03_c,battery_02_temp_04_c,battery_02_temp_05_c,ccl_a,dcl_a,charge_enabled,discharge_enabled,controller_requested_voltage_v,controller_requested_current_a,controller_charge_enabled,controller_command_reason,controller_command_fresh,controller_command_age_s,virtual_bms_effective_cvl_v,virtual_bms_effective_ccl_a,virtual_bms_effective_dcl_a,virtual_bms_charge_enabled,virtual_bms_discharge_enabled,virtual_bms_allow_to_charge,virtual_bms_allow_to_discharge,virtual_bms_thermal_factor,virtual_bms_charge_blocked_by_status,virtual_bms_discharge_blocked_by_status,virtual_bms_charge_blocked_by_controller,virtual_bms_output_valid,virtual_bms_arbitration_reason
09:26:07,1,53.66,99.00,31.45,3.349,3.357,8,1.50,True,True,53.66,1.50,0x00,0x0E,0x80,0x00,0x00,3.352,3.354,3.356,3.355,3.356,3.353,3.357,3.352,3.354,3.355,3.352,3.353,3.355,3.353,3.354,3.349,24.3,24.0,24.2,24.5,24.3,56.00,-198.80,True,True,,,,CONTROLLER_DISABLED,False,6.32,55.20,56.00,198.80,True,True,True,True,1.000,False,False,False,True,COMMAND_STALE_OR_UNAVAILABLE
09:26:13,2,53.66,99.00,31.45,3.351,3.357,6,1.50,True,True,53.66,1.50,0x00,0x0E,0x80,0x00,0x00,3.352,3.354,3.356,3.355,3.355,3.353,3.357,3.352,3.354,3.354,3.352,3.353,3.355,3.353,3.354,3.351,24.3,24.0,24.2,24.5,24.3,56.00,-198.80,True,True,,,,CONTROLLER_DISABLED,False,6.09,55.20,56.00,198.80,True,True,True,True,1.000,False,False,False,True,COMMAND_STALE_OR_UNAVAILABLE
09:26:19,3,53.66,99.00,31.45,3.350,3.357,7,1.50,True,True,53.66,1.50,0x00,0x0E,0x80,0x00,0x00,3.352,3.354,3.356,3.355,3.355,3.353,3.357,3.352,3.354,3.355,3.352,3.353,3.355,3.353,3.354,3.350,24.3,24.0,24.2,24.5,24.3,56.00,-198.80,True,True,,,,CONTROLLER_DISABLED,False,6.14,55.20,56.00,198.80,True,True,True,True,1.000,False,False,False,True,COMMAND_STALE_OR_UNAVAILABLE
09:26:25,4,53.66,99.00,31.45,3.349,3.357,8,1.50,True,True,53.66,1.50,0x00,0x0E,0x80,0x00,0x00,3.352,3.354,3.356,3.355,3.356,3.353,3.357,3.352,3.354,3.355,3.352,3.353,3.355,3.353,3.354,3.349,24.3,24.0,24.2,24.5,24.3,56.00,-198.80,True,True,,,,CONTROLLER_DISABLED,False,6.16,55.20,56.00,198.80,True,True,True,True,1.000,False,False,False,True,COMMAND_STALE_OR_UNAVAILABLE
09:26:31,5,53.66,99.00,31.45,3.349,3.357,8,1.50,True,True,53.66,1.50,0x00,0x0E,0x80,0x00,0x00,3.352,3.354,3.356,3.355,3.356,3.353,3.357,3.352,3.354,3.355,3.352,3.353,3.355,3.353,3.354,3.349,24.3,24.0,24.2,24.5,24.3,56.00,-198.80,True,True,,,,CONTROLLER_DISABLED,False,6.03,55.20,56.00,198.80,True,True,True,True,1.000,False,False,False,True,COMMAND_STALE_OR_UNAVAILABLE
09:26:37,6,53.66,99.00,31.45,3.349,3.357,8,1.50,True,True,53.66,1.50,0x00,0x0E,0x80,0x00,0x00,3.352,3.354,3.356,3.355,3.356,3.353,3.357,3.352,3.354,3.355,3.352,3.353,3.355,3.353,3.354,3.349,24.3,24.0,24.2,24.5,24.3,56.00,-198.80,True,True,,,,CONTROLLER_DISABLED,False,6.14,55.20,56.00,198.80,True,True,True,True,1.000,False,False,False,True,COMMAND_STALE_OR_UNAVAILABLE
09:26:43,7,53.66,99.00,31.55,3.349,3.357,8,1.50,True,True,53.66,1.50,0x00,0x0E,0x80,0x00,0x00,3.352,3.354,3.356,3.355,3.356,3.353,3.357,3.352,3.354,3.355,3.352,3.353,3.355,3.353,3.354,3.349,24.3,24.0,24.2,24.5,24.3,56.00,-198.80,True,True,,,,CONTROLLER_DISABLED,False,5.96,55.20,56.00,198.80,True,True,True,True,1.000,False,False,False,True,COMMAND_STALE_OR_UNAVAILABLE
09:26:49,8,53.66,99.00,31.55,3.349,3.357,8,1.50,True,True,53.66,1.50,0x00,0x0E,0x80,0x00,0x00,3.352,3.354,3.356,3.355,3.356,3.353,3.357,3.352,3.354,3.355,3.352,3.353,3.355,3.353,3.354,3.349,24.3,24.0,24.2,24.5,24.3,56.00,-198.80,True,True,,,,CONTROLLER_DISABLED,False,5.93,55.20,56.00,198.80,True,True,True,True,1.000,False,False,False,True,COMMAND_STALE_OR_UNAVAILABLE
09:26:55,9,53.66,99.00,31.55,3.349,3.357,8,1.50,True,True,53.66,1.50,0x00,0x0E,0x80,0x00,0x00,3.352,3.354,3.356,3.355,3.356,3.353,3.357,3.352,3.354,3.355,3.352,3.353,3.355,3.353,3.354,3.349,24.3,24.0,24.2,24.5,24.3,56.00,-198.80,True,True,,,,CONTROLLER_DISABLED,False,6.21,55.20,56.00,198.80,True,True,True,True,1.000,False,False,False,True,COMMAND_STALE_OR_UNAVAILABLE
09:27:01,10,53.66,99.00,31.45,3.349,3.357,8,1.50,True,True,53.66,1.50,0x00,0x0E,0x80,0x00,0x00,3.352,3.354,3.356,3.355,3.356,3.353,3.357,3.352,3.354,3.355,3.352,3.353,3.355,3.353,3.354,3.349,24.3,24.0,24.2,24.5,24.3,56.00,-198.80,True,True,,,,CONTROLLER_DISABLED,False,5.99,55.20,56.00,198.80,True,True,True,True,1.000,False,False,False,True,COMMAND_STALE_OR_UNAVAILABLE
09:27:07,11,53.66,99.00,31.45,3.348,3.357,9,1.50,True,True,53.66,1.50,0x00,0x0E,0x80,0x00,0x00,3.352,3.354,3.356,3.355,3.356,3.353,3.357,3.352,3.354,3.355,3.352,3.353,3.355,3.354,3.354,3.348,24.3,24.0,24.2,24.5,24.3,56.00,-198.80,True,True,,,,CONTROLLER_DISABLED,False,6.12,55.20,56.00,198.80,True,True,True,True,1.000,False,False,False,True,COMMAND_STALE_OR_UNAVAILABLE
09:27:13,12,53.66,99.00,31.55,3.349,3.357,8,1.50,True,True,53.66,1.50,0x00,0x0E,0x80,0x00,0x00,3.352,3.354,3.356,3.355,3.356,3.353,3.357,3.352,3.354,3.355,3.352,3.353,3.355,3.353,3.354,3.349,24.3,24.0,24.2,24.5,24.3,56.00,-198.80,True,True,,,,CONTROLLER_DISABLED,False,6.16,55.20,56.00,198.80,True,True,True,True,1.000,False,False,False,True,COMMAND_STALE_OR_UNAVAILABLE
